CONFIDENTIAL GBP MASTER PRICE LIST 1 JANUARY 2025 - CURRENT PRODUCTS,,,,,,,,,,,,
,,,,,,,,,,,,
STOCK AVAILABILITY,,,,,,,,,,,,
"We aim for 100% immediAUe ex-stock availability of all products in this price list, with the exception of 'bespoke' products/items - which may have a short lead time (please ask for this when placing your order).",,,,,,,,,,,,
,,,,,,,,,,,,
BACKEYE360 Select - Complete Systems,,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,1T,2T,3T,4T,5T,6T,7T,NDB GBP
A,5734,UDS-000HSS(CO),UDS High Sensitivity Sensor with Conduit added,32.15,28.93,25.72,22.50,20.90,19.29,17.68,16.07,14.47
A,3721,UDS-00SS,UDS Sensor Sleeve - 0°,1.24,1.11,0.99,0.87,0.80,0.74,0.68,0.62,0.56
A,3722,UDS-05SS,UDS Sensor Sleeve - 5°,1.24,1.11,0.99,0.87,0.80,0.74,0.68,0.62,0.56
A,3723,UDS-11SS,UDS Sensor Sleeve - 11°,1.24,1.11,0.99,0.87,0.80,0.74,0.68,0.62,0.56
A,3724,UDS-18SS,UDS Sensor Sleeve -18°,1.24,1.11,0.99,0.87,0.80,0.74,0.68,0.62,0.56
A,4029,UDS-00SSK,UDS Sensor Housing Kit (4 x 0° & 4 x 11° Sleeves),9.91,8.91,7.92,6.93,6.44,5.94,5.45,4.95,4.46
A,3725,UDS-26SS,UDS Sensor Sleeve - 26°,1.24,1.11,0.99,0.87,0.80,0.74,0.68,0.62,0.56
A,4028,UDS-04-SMK,"UDS Sensor Housing Kit (4 x Underslung Sensors, Mount Pads, Screws)",9.91,8.91,7.92,6.93,6.44,5.94,5.45,4.95,4.46
A,3726,UDS-00SM,UDS Sensor Mount,1.24,1.11,0.99,0.87,0.80,0.74,0.68,0.62,0.56
A,3727,UDS-00SMP,UDS Sensor Mount Pad,1.24,1.11,0.99,0.87,0.80,0.74,0.68,0.62,0.56
A,3733,UDS-005HK,UDS Sensor Mount & Pad Kit,2.50,2.25,2.00,1.75,1.63,1.50,1.38,1.25,1.11
A,S5287,UDS-CBL001,UDS-OSD Power Cable,22.51,20.26,18.01,15.76,14.63,13.51,12.38,11.25,10.13
A,S5288,UDS-CBL002,UDS-OSD Splitter Cable,12.85,11.57,10.28,9.00,8.35,7.71,7.07,6.43,5.78
A,S5289,UDS-CBL003,UDS-OSD Trigger Cable,6.13,5.52,4.90,4.29,3.98,3.68,3.37,3.06,2.76
A,5496,UDS-EMI-05,UDS Sensor EMI Housing,9.72,8.75,7.78,6.80,6.32,5.83,5.35,4.86,4.37
A,5729,UDS-BKT-BZ,UDS Bracket Mounting for UDS Buzzer to VBV-770M when using a T-slot bracket for DAF,8.51,7.66,6.80,5.95,5.53,5.10,4.68,4.25,3.83
A,5769,UDS-7.0SC-CAP,UDS-7.0m Sensor Cable with Protective Cap,12.85,11.57,10.28,9.00,8.35,7.71,7.07,6.43,5.78
,,,,,,,,,,,,
RADAR PREDICT,,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,1T,2T,3T,4T,5T,6T,7T,NDB GBP
A,7570,RADAR PREDICT-COVER,Radar Predict Cover,68.63,61.77,54.91,48.04,44.61,41.18,37.75,34.32,30.88
A,7500,RP-001,Radar Predict Kit Left Side with Cover,1596.57,1436.91,1277.25,1117.60,1037.77,957.94,878.11,798.28,718.46
A,7628,DVS-STICKER-A3,DVS A3 Sticker,10.00,9.00,8.00,7.00,6.50,6.00,5.50,5.00,4.50
A,7673,FR-001DVS,DVS Front Radar Kit With Cover,2075.00,1867.50,1660.00,1452.50,1348.75,1245.00,1141.25,1037.50,933.75
A,8064,FR-001R159,R159 Front Radar Kit With Cover,2075.00,1867.50,1660.00,1452.50,1348.75,1245.00,1141.25,1037.50,933.75
A,7625,RP-010,Radar Predict Kit Right Side with Cover,1596.57,1436.91,1277.25,1117.60,1037.77,957.94,878.11,798.28,718.46
A,7675,BSIS-MOIS-001,PSS Kit incl. RP-001 & FR-001DVS,2800.00,2520.00,2240.00,1960.00,1820.00,1680.00,1540.00,1400.00,1260.00
A,7685,BSIS-MOIS-010,PSS Kit including RP-010 & FR-001,2800.00,2520.00,2240.00,1960.00,1820.00,1680.00,1540.00,1400.00,1260.00
A,7678,GSR-001,PSS Kit for GSR Compliant Vehicle,405.22,364.70,324.17,283.65,263.39,243.13,222.87,202.61,182.35
A,7679,PSS-001,Complete PSS Kit for Rigid & Artic Left Side,3591.06,3231.96,2872.85,2513.74,2334.19,2154.64,1975.08,1795.53,1615.98
A,7639,RP-003C,Radar Predict 3m Extension Cable,45.94,41.35,36.75,32.16,29.86,27.57,25.27,22.97,20.67
A,S7633,RP-010-S,RP-010 Radar Sensor (Right Side),722.50,650.25,578.00,505.75,469.63,433.50,397.38,361.25,325.13
A,S7634,RP-010-WD,RP-010 Warning Display (Right Side),255.10,229.59,204.08,178.57,165.82,153.06,140.31,127.55,114.80
A,S7637,RP-001-S,RP-001 Radar Sensor (Left Side),722.50,650.25,578.00,505.75,469.63,433.50,397.38,361.25,325.13
A,S7638,RP001-WD,RP-001 Warning Display (Left Side),255.10,229.59,204.08,178.57,165.82,153.06,140.31,127.55,114.80
A,S7635,RP-008C,Radar Predict 8m Extension Cable,78.05,70.25,62.44,54.64,50.73,46.83,42.93,39.03,35.12
A,S7690,RP-005C,Radar Predict 5m Extension Cable,59.50,53.55,47.60,41.65,38.67,35.70,32.72,29.75,26.78
A,S7636,GPS & IMU-MODULE,GPS & IMU Module,601.25,541.13,481.00,420.88,390.81,360.75,330.69,300.63,270.56
A,8000,FR-30LDVS,DVS 30cm Offset Front Radar Kit with Cover,1396.56,1256.90,1117.25,977.59,907.76,837.94,768.11,698.28,628.45
A,S8001,FR-30LDVS-S,Radar Sensor FR-30LDVS,722.50,650.25,578.00,505.75,469.63,433.50,397.38,361.25,325.13
A,S7688,FR-001DVS-S,Radar Sensor MOIS/DVS2,722.50,650.25,578.00,505.75,469.63,433.50,397.38,361.25,325.13
A,S8065,FR-001R159-S,Radar Sensor R159,722.50,650.25,578.00,505.75,469.63,433.50,397.38,361.25,325.13
A,S7689,FR-001-WD,Warning Display FR-001MOIS Inc. Bracket,127.20,114.48,101.76,89.04,82.68,76.32,69.96,63.60,57.24
,,,,,,,,,,,,
BACKSENSE Radar Object Detection,,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,1T,2T,3T,4T,5T,6T,7T,NDB GBP
A,5658,BS-9001-OSD,Backsense® System - Programmable Plus On-Screen Display Module,1390.71,1251.64,1112.57,973.50,903.96,834.43,764.89,695.36,755.55
A,5713,BS-9000-WD,Backsense® System -Waterproof Display - Programmable,1450.66,1305.59,1160.53,1015.46,942.93,870.39,797.86,725.33,652.80
A,4530,BS-8000,Backsense® System - Programmable,1390.71,1251.64,1112.57,973.50,903.96,834.43,764.89,695.36,625.82
A,7135,BS-8100 ,Backsense® System - Configurable Radar System Kit,1467.73,1320.96,1174.19,1027.41,954.03,880.64,807.25,733.87,660.48
A,7248,BS-7100 ,Backsense® System - Selectab le Range 3m/4.5m/6m,1073.01,965.71,858.41,751.11,697.46,643.81,590.16,536.51,482.86
A,4529,BS-7060,Backsense® System - 6m Range x 4.5m Width,1073.01,965.71,858.41,751.10,697.45,643.80,590.15,536.50,482.85
A,4528,BS-7045,Backsense® System - 4.5m Range x 3.5m Width,953.12,857.81,762.49,667.18,619.53,571.87,524.21,476.56,428.90
A,4527,BS-7030,Backsense® System - 3m Range x 2.5m Width,833.23,749.91,666.58,583.26,541.60,499.94,458.28,416.61,374.95
A,5266,BS-9000,Backsense® Sensor - CAN-bus Network - Configurable & Programmable,995.08,895.57,796.06,696.56,646.80,597.05,547.29,497.54,447.79
A,6350,BS-9100T,Backsense® Sensor - CAN-bus Network 77GHz Radar- Terminated,1016.20,914.58,812.96,711.34,660.53,609.72,558.91,508.10,457.29
A,6351,BS-9100,Backsense® Sensor - CAN-bus Network 77GHz Radar,1016.20,914.58,812.96,711.34,660.53,609.72,558.91,508.10,457.29
A,6352,BS-9100-U,Backsense® Sensor - CAN-bus Network 77GHz Radar - Without Logo,1016.20,914.58,812.96,711.34,660.53,609.72,558.91,508.10,457.29
A,6353,BS-9100T-U,Backsense® Sensor - CAN-bus Network 77GHz Radar - Without Logo - Terminated,1016.20,914.58,812.96,711.34,660.53,609.72,558.91,508.10,457.29
BACKSENSE - On Screen Display,,,,,,,,,,,,
A,5654,BS-OSD-022,Backsense® OSD ECU (for 1 or 2 Sensors & Cameras),293.73,264.36,234.98,205.61,190.92,176.24,161.55,146.86,132.18
Separate Components & Parts for Backsense Systems,,,,,,,,,,,,
A,S5637,BS-WD-USB,Backsense® Waterproof Display USB with SW & Guides,23.98,21.58,19.18,16.78,15.59,14.39,13.19,11.99,10.79
A,5656,BS-9001-USB,Backsense® USB Stick for BS-9001-OSD,23.98,21.58,19.18,16.78,15.59,14.39,13.19,11.99,10.79
A,S7141,BS-8100-USB,Backsense® BS-8100 Display USB Drive with SW and IG,23.98,21.58,19.18,16.78,15.59,14.39,13.19,11.99,10.79
A,5272,BS-02DCX,Backsense® Extension Cable - 2m,50.72,45.65,40.58,35.51,32.97,30.43,27.90,25.36,22.83
A,4550,BS-05DCX,Backsense® Extension Cable - 5m,70.84,63.76,56.67,49.59,46.05,42.51,38.96,35.42,31.88
A,4551,BS-09DCX,Backsense® Extension Cable - 9m,82.18,73.96,65.74,57.53,53.42,49.31,45.20,41.09,36.98
A,4975,BS-25DCSX,Backsense® Extension Cable - 25m,135.33,121.80,108.27,94.73,87.97,81.20,74.43,67.67,60.90
A,5270,BS-00NYC,Backsense® CAN-bus Network Y-Cable,73.81,66.43,59.05,51.67,47.97,44.28,40.59,36.90,33.21
A,5271,BS-02PIC,Backsense® Power Cable - 2m,35.32,31.78,28.25,24.72,22.96,21.19,19.42,17.66,15.89
A,5291,BS-00NT,Backsense® CAN-bus Terminator,25.64,23.07,20.51,17.95,16.66,15.38,14.10,12.82,11.54
A,4676,BKT-017,Backsense® Adjustable Mounting Bracket,45.34,40.81,36.27,31.74,29.47,27.20,24.94,22.67,20.40
A,4702,BKT-017(SL),Backsense® Mounting Bracket 77mm Short Leg (x1),8.50,7.65,6.80,5.95,5.53,5.10,4.68,4.25,3.83
A,4758,BKT-018,Backsense® Mounting Bracket - Low-Profile,42.09,37.88,33.67,29.46,27.36,25.25,23.15,21.04,18.94
A,4539,BS-BKT-01,Backsense® Mounting Bracket,9.95,8.96,7.96,6.97,6.47,5.97,5.47,4.98,4.48
S,S4554,BS-USB-A-01,Backsense® Mini USB Cable for PC - 1m,10.34,9.31,8.27,7.24,6.72,6.21,5.69,5.17,4.65
A,4531,BS-7030-D,Backsense® AV Display - 3m Fixed Range,219.62,197.65,175.69,153.73,142.75,131.77,120.79,109.81,98.83
A,4532,BS-7045-D,Backsense® AV Display - 4.5m Fixed Range,219.62,197.65,175.69,153.73,142.75,131.77,120.79,109.81,98.83
A,4533,BS-7060-D,Backsense® AV Display - 6m Fixed Range,219.62,197.65,175.69,153.73,142.75,131.77,120.79,109.81,98.83
A,S7090,BS-7100-D,Backsense® Display - Selectable Range 3m/4.5m/6m,219.62,197.66,175.70,153.73,142.75,131.77,120.79,109.81,98.83
A,4534,BS-8000-D,Backsense® AV Display - Programmable,255.04,229.53,204.03,178.53,165.77,153.02,140.27,127.52,114.77
A,4542,BX-7XXXS,Backsense® Sensor - Non-Programmable,850.12,765.11,680.10,595.09,552.58,510.07,467.57,425.06,382.56
A,4541,BS-8000S,Backsense® Sensor - Programmable,1133.50,1020.15,906.80,793.45,736.77,680.10,623.42,566.75,510.07
A,5593,BS-WD-01,Backsense® Waterproof  Display,331.99,298.79,265.59,232.39,215.79,199.19,182.59,165.99,149.39
A,S7136,BS-8100D,Backsense® Configurable BS8100 LED Display Kit,278.60,250.74,222.88,195.02,181.09,167.16,153.23,139.30,125.37
A,7190,BKT-023,Adjustable Bracket for BS-9100XXX Radar,101.39,91.25,81.11,70.97,65.90,60.84,55.77,50.70,45.63
,,,,,,,,,,,,
ZONESAFE SYSTEMS ,,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,1T,2T,3T,4T,5T,6T,7T,NDB GBP
A,5881,ZS-1000-ECU,ZoneSafe® Control Unit / Driver Interface,1710.39,1368.31,1368.31,1282.79,1197.27,1197.27,1197.27,1197.27,897.95
A,5882,ZS-1000-AP,ZoneSafe® Vehicle to Pedestrian Antenna ,876.04,700.83,700.83,657.03,613.23,613.23,613.23,613.23,459.92
Zonesafe Systems - Readers/Units,,,,,,,,,,,,
A,5883,ZS-1000-TT,ZoneSafe® Tag Tester ,1545.05,1236.04,1236.04,1158.79,1081.54,1081.54,1081.54,1081.54,811.15
A,5886,ZS-1000-SG,ZoneSafe® Smart Gateway,1772.65,1418.12,1418.12,1329.49,1240.85,1240.85,1240.85,1240.85,930.64
Zonesafe Systems - Tags,,,,,,,,,,,,
A,5888,ZS-1000-DVT,"ZoneSafe® Driver Vibra Tag , rechargeable",205.31,164.25,164.25,153.98,143.72,143.72,143.72,143.72,107.79
A,5889,ZS-1000-PVT,"ZoneSafe® Pedestrian Vibra Tag, rechargeable",205.31,164.25,164.25,153.98,143.72,143.72,143.72,143.72,107.79
Zonesafe Systems - Tags Other,,,,,,,,,,,,
A,5894,ZS-1000-AT,ZoneSafe® Asset Tag (EU),230.03,184.02,184.02,172.52,161.02,161.02,161.02,161.02,120.76
Zonesafe Systems - Tag Peripherals,,,,,,,,,,,,
A,5892,ZS-1000-TC,ZoneSafe®  Clip for Pedestrian Vibra Tag ,4.77,3.81,3.81,3.57,3.34,3.34,3.34,3.34,2.50
A,5893,ZS-1000-TWC,ZoneSafe® Tag Wireless Charger,20.14,16.12,16.12,15.11,14.10,14.10,14.10,14.10,10.58
A,5896,ZS-BAT-AT,ZoneSafe® Replacement Battery for Asset Tag,32.84,26.27,26.27,24.63,22.99,22.99,22.99,22.99,17.24
A,6079,ZS-1000-BKT,ZoneSafe® Adjustable Bracket,171.92,137.54,137.54,128.94,120.34,120.34,120.34,120.34,90.26
Zonesafe Systems - Accessories,,,,,,,,,,,,
A,5885,ZS-1000-MZ,ZoneSafe® Masking Zone Antenna,2431.04,1944.84,1944.84,1823.28,1701.73,1701.73,1701.73,1701.73,1276.30
A,5898,ZS-AP-MP,ZoneSafe® Mounting Plate for Pedestrian Antenna,107.38,85.90,85.90,80.53,75.17,75.17,75.17,75.17,56.37
A,5899,ZS-C130,ZoneSafe® Antenna Cable,232.85,186.28,186.28,174.64,162.99,162.99,162.99,162.99,122.25
A,5900,ZS-ECU-MP,ZoneSafe® Mounting Plate for Control Unit / Driver Interface,98.04,78.43,78.43,73.53,68.63,68.63,68.63,68.63,51.47
A,6163,ZS-1000-DEMO,ZoneSafe® Sales Demo Kit - EU Version,3296.95,3296.95,3296.95,3296.95,3296.95,3296.95,3296.95,2307.86,2750.00
A,5887,ZS-1000-DR,ZoneSafe® Desktop Reader,524.50,419.60,419.60,393.37,367.15,367.15,367.15,367.15,275.36
,,,,,,,,,,,,
QUIET VEHICLE SOUNDER Acoustic Vehicle Alarm System (AVAS),,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,1T,2T,3T,4T,5T,6T,7T,NDB GBP
A,5385,QVS-001-75,"QVS Quiet Vehicle Sounder + ECU (AVAS), 12-24v",316.39,284.75,253.11,221.47,205.65,189.83,174.01,158.19,132.88
A,5389,QVS-SPK-01,QVS Speaker Assembly,68.14,61.33,54.52,47.70,44.29,40.89,37.48,34.07,28.62
A,6568,QVS-SPK-02,QVS Compact Speaker Assembly,30.88,27.79,24.70,21.62,20.07,18.53,16.98,15.44,12.97
A,5387,QVS-000-ECU,"QVS ECU, BBS & Tonal, 2 Speaker Connections, 12-24v",263.11,236.80,210.49,184.18,171.02,157.87,144.71,131.56,110.51
,,,,,,,,,,,,
bbs-tek® Turn Indicator Warning Alarms,,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,1T,2T,3T,4T,5T,6T,7T,NDB GBP
A,6235,BBS-TI,bbs-tek® Turn Indicator Warning Alarm,171.74,154.57,137.39,120.22,111.63,103.04,94.46,85.87,77.28
,,,,,,,,,,,,
WHITE SOUND 'Smart' Reversing Alarms,,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,1T,2T,3T,4T,5T,6T,7T,NDB GBP
A,A1400,SA-BBS-107,White Sound ® SMART bbs-tek® Heavy Duty Reversing Alarm - 87-107dB Self-Adj (12-24v),165.36,148.82,132.29,115.75,107.48,99.21,90.95,82.68,69.45
A,A1399,SA-BBS-97,White Sound ® SMART bbs-tek® Medium Duty Reversing Alarm - 77-97dB Self-Adj (12-24v),99.18,89.26,79.34,69.42,64.47,59.51,54.55,49.59,41.65
A,1398,SA-BBS-97HV,White Sound ® SMART bbs-tek® Forklift Reversing Alarm - 77-97dB Self-Adj (36-80v),99.18,89.26,79.34,69.42,64.47,59.51,54.55,49.59,44.63
,,,,,,,,,,,,
WHITE SOUND Reversing Alarms,,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,1T,2T,3T,4T,5T,6T,7T,NDB GBP
A,A0899,BBS-107,"White Sound ® bbs-tek® Reversing Alarm, Heavy Duty - 107dB (12-24v)",153.50,138.15,122.80,107.45,99.77,92.10,84.42,76.75,64.47
A,0899A,BBS-107,"White Sound ® bbs-tek® Reversing Alarm, Heavy Duty - 107dB (12-24v)",153.50,138.15,122.80,107.45,99.77,92.10,84.42,76.75,64.47
B,B3229,BBS-107(SC),"White Sound ® bbs-tek® Reversing Alarm, Heavy Duty - 107dB (12-24v) (SUMITOMO)",183.92,165.53,147.14,128.75,119.55,110.35,101.16,91.96,77.25
B,3229A,BBS-107(SC),"White Sound ® bbs-tek® Reversing Alarm, Heavy Duty - 107dB (12-24v) ",183.92,165.53,147.14,128.75,119.55,110.35,101.16,91.96,77.25
A,A0898,BBS-102,"White Sound ® bbs-tek® Reversing Alarm, Heavy Duty - 102dB (12-24v)",146.41,131.77,117.13,102.49,95.17,87.85,80.53,73.21,61.49
A,0898A,BBS-102,"White Sound ® bbs-tek® Reversing Alarm, Heavy Duty - 102dB (12-24v)",146.41,131.77,117.13,102.49,95.17,87.85,80.53,73.21,61.49
B,A1172,BBS-102(SC)/24V,"White Sound ® bbs-tek® Reversing Alarm, Heavy Duty - 102dB (12-24v) (SUMITOMO)",159.95,143.95,127.96,111.96,103.97,95.97,87.97,79.97,67.18
A,A1403,BBS-97HV,"White Sound ® bbs-tek® Reversing Alarm, Medium Duty - 97dB (36-80v)",92.09,82.89,73.68,64.47,59.86,55.26,50.65,46.05,38.68
F,3989,BBS-97GM,"White Sound ® bbs-tek® Reversing Alarm, Medium Duty - 97dB - Gommet Mount (12-24v)",53.14,47.83,42.51,37.20,34.54,31.89,29.23,26.57,22.32
A,A1402,BBS-92HV,"White Sound ® bbs-tek® Reversing Alarm, Medium Duty - 92dB (36-80v)",85.03,76.52,68.02,59.52,55.27,51.02,46.76,42.51,35.71
A,A1323,BBS-87HV,"White Sound ® bbs-tek® Reversing Alarm, Medium Duty - 87dB (36-80v)",75.57,68.01,60.45,52.90,49.12,45.34,41.56,37.78,31.74
A,A1322,BBS-82HV,"White Sound ® bbs-tek® Reversing Alarm, Medium Duty - 82dB (36-80v)",73.20,65.88,58.56,51.24,47.58,43.92,40.26,36.60,30.74
A,1322A,BBS-82HV,"White Sound ® bbs-tek® Reversing Alarm, Medium Duty - 82dB (36-80v)",73.20,65.88,58.56,51.24,47.58,43.92,40.26,36.60,30.74
A,A2165,BBS-92ADR,"White Sound ® bbs-tek® Reversing Alarm, Medium Duty - 92dB - ADR Cable (12-24v)",82.65,74.38,66.12,57.85,53.72,49.59,45.46,41.32,34.71
A,2165A,BBS-92ADR,"White Sound ® bbs-tek® Reversing Alarm, Medium Duty - 92dB - ADR Cable (12-24v)",82.65,74.38,66.12,57.85,53.72,49.59,45.46,41.32,42.75
A,0935B,BBS-97,"White Sound ® bbs-tek® Reversing Alarm, Medium Duty - 97dB (12-24v)",64.94,58.45,51.95,52.00,42.21,38.97,35.72,32.47,27.28
A,0934B,BBS-92,"White Sound ® bbs-tek® Reversing Alarm, Medium Duty - 92dB (12-24v)",50.76,45.69,40.61,35.54,33.00,30.46,27.92,25.38,21.32
A,0897B,BBS-87,"White Sound ® bbs-tek® Reversing Alarm, Medium Duty - 87dB (12-24v)",36.61,32.95,29.29,25.63,23.80,21.97,20.14,18.31,15.38
A,0896B,BBS-82,"White Sound ® bbs-tek® Reversing Alarm, Medium Duty - 82dB (12-24v)",35.41,31.87,28.33,24.79,23.02,21.25,19.48,17.71,14.87
,,,,,,,,,,,,
NIGHTSHIFT Tonal Reversing Alarm,,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,1T,2T,3T,4T,5T,6T,7T,NDB GBP
A,0747A,BA-32(NS),NightShift Tonal Alarm - 90dB (12-24v),40.14,36.13,32.11,28.10,26.09,24.08,22.08,20.07,16.86
,,,,,,,,,,,,
Smart' Tonal Reversing Alarm,,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,1T,2T,3T,4T,5T,6T,7T,NDB GBP
A,1315A,SA-800,SMART Tonal Heavy Duty Reversing Alarm - 87-112dB Self-Adj (12-24v),127.51,114.76,102.01,89.25,82.88,76.50,70.13,63.75,53.55
A,5843,SA-800(DC),SMART Tonal Medium Duty Reversing Alarm - 82-102dB Self-Adj (12-24v) - Deutsch Connector,165.23,148.70,132.18,115.66,107.40,99.14,90.87,82.61,69.40
A,1310A,SA-400,SMART Tonal Medium Duty Reversing Alarm - 82-102dB Self-Adj (12-24v),66.12,59.51,52.89,46.28,42.98,39.67,36.37,33.06,27.77
,,,,,,,,,,,,
Tonal Reversing Alarm,,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,1T,2T,3T,4T,5T,6T,7T,NDB GBP
A,A1246,BA-890,"Tonal Reversing Alarm, Heavy Duty - 112dB (12-24v)",110.98,99.88,88.78,77.68,72.14,66.59,61.04,55.49,46.61
A,A2885,BA-570,"Tonal Reversing Alarm, Medium Duty - 102dB (12-24v)",40.14,36.13,32.11,28.10,26.09,24.08,22.08,20.07,16.86
A,A2742,BA-560,"Tonal Reversing Alarm, Medium Duty - 97dB (12-24v)",28.33,25.50,22.66,19.83,18.41,17.00,15.58,14.16,11.90
A,7382,BA-560-BP,"Tonal Reversing Alarm, Medium Duty - 97dB (12-24v) Bulk Packaging Tray of 50 Units",1313.07,1181.76,1050.46,919.15,853.50,787.84,722.19,656.54,551.49
A,A0015,BA-13,"Tonal Reversing Alarm, Medium Duty - 90dB (12-24v)",80.30,72.27,64.24,56.21,52.19,48.18,44.16,40.15,33.72
A,A0027,BA-57,"Tonal Reversing Alarm, Light Duty - 90dB (12-24v)",37.79,34.01,30.23,26.45,24.56,22.67,20.78,18.89,15.87
A,0027A,BA-57,"Tonal Reversing Alarm, Light Duty - 90dB (12-24v)",37.79,34.01,30.23,26.45,24.56,22.67,20.78,18.89,15.87
D,5428,BA-57(DC),"Tonal Reversing Alarm, Light Duty - 90dB (12-24v) with Deutsch Connector",112.24,101.02,89.80,78.57,72.96,67.35,61.73,56.12,50.51
A,7499,VRA-390(700),"Tonal Reversing Alarm, Budget - 90dB with 700mm tails (12-24v)",21.85,19.66,17.48,15.29,14.20,13.11,12.02,10.92,9.18
,,,,,,,,,,,,
BACKCHAT Speaking Alarms,,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,1T,2T,3T,4T,5T,6T,7T,NDB GBP
A,0665A,BC-01HP,Backchat® Single Reversing Message - 110dB (12-24v),186.67,168.01,149.34,130.67,121.34,112.00,102.67,93.34,78.40
D,1199A,BC-01HP(B),Backchat® Single Bespoke Message - 110dB (12-24v),205.02,184.52,164.02,143.52,133.26,123.01,112.76,102.51,86.11
,,,,,,,,,,,,
NIGHTSHIFT BACKCHAT Speaking Alarms,,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,1T,2T,3T,4T,5T,6T,7T,NDB GBP
A,0378B,BC-01(NS),"NightShift Alarm, Single Reversing Message - 90/0dB (12-24v)",110.52,99.46,88.41,77.36,71.84,66.31,60.78,55.26,46.42
C,1198A,BC-01(NS-B),"NightShift Alarm, Single Bespoke Message - 90/0dB (12-24v)",150.05,135.04,120.04,105.03,97.53,90.03,82.53,75.02,63.02
,,,,,,,,,,,,
BACKCHAT Speaking Alarms - Medium Noise Environments,,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,1T,2T,3T,4T,5T,6T,7T,NDB GBP
A,0077B,BC-01,Backchat® Speaking Alarm - Single Reversing Message - 90dB (12-24v),105.56,95.00,84.45,73.89,68.61,63.33,58.06,52.78,44.33
C,0079A,BC-01(B),Backchat® Speaking Alarm - Single Bespoke Message - 90dB (12-24v),141.69,127.52,113.35,99.18,92.10,85.01,77.93,70.84,59.51
C,D1419,BC-01(ENG/WELSH),Backchat® Speaking Alarm - Single Bespoke Message - 90dB (12-24v),141.69,127.52,113.35,99.18,92.10,85.01,77.93,70.84,59.51
C,D1597,BC-01(ARMS RAISED),Backchat® Speaking Alarm - Single Bespoke Message - 90dB (12-24v),141.69,127.52,113.35,99.18,92.10,85.01,77.93,70.84,59.51
C,A0077,BC-01 BACKCHAT,Backchat® Speaking Alarm - Single Bespoke Message - 90dB (12-24v),141.69,127.52,113.35,99.18,92.10,85.01,77.93,70.84,59.51
C,0083A,BC-02(B),Backchat® Speaking Alarm - 2 x Bespoke Messages - 90dB (12-24v),197.37,177.63,157.90,138.16,128.29,118.42,108.55,98.69,82.90
C,0921A,BC-02HP STEER SYSTEM,Backchat® Speaking Alarm - 2 x Bespoke Messages - 90dB (12-24v),197.37,177.63,157.90,138.16,128.29,118.42,108.55,98.69,82.90
,,,,,,,,,,,,
BACKCHAT Speaking Handbrake In-Cab Warning Alarms,,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,1T,2T,3T,4T,5T,6T,7T,NDB GBP
A,0849A,BC-01(H/BRAKE),Backchat® Handbrake Alarm - Single Message - 90dB - 2 Wire (12-24v),109.52,98.57,87.62,76.67,71.19,65.71,60.24,54.76,46.00
A,1715A,BC-01(4W)(H/BRAKE),Backchat® Handbrake Alarm - Single Message - 90dB - 4 Wire (12-24v),127.52,114.77,102.01,89.26,82.89,76.51,70.14,63.76,53.56
,,,,,,,,,,,,
BACKCHAT Speaking Side Turn Warning Alarm,,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,1T,2T,3T,4T,5T,6T,7T,NDB GBP
A,1334A,SS-BC-08,Backchat® Left Side-Turn Warning Alarm - 90dB (12-24v),129.88,85.23,75.76,66.29,61.55,56.82,52.08,47.35,42.61
X,5727,SS-BC-08(CO-AMP),Backchat® Left Turn Alarm with Conduit & Superseal - 90dB (12-24v),188.12,169.30,150.49,131.68,122.28,112.87,103.46,94.06,84.65
,,,,,,,,,,,,
BACKCHAT Speaking Attack Alarms,,,,,,,,,,,,
SAC,PART NO.,MODEL,DESCRIPTION,GBP FLEET USER,1T,2T,3T,4T,5T,6T,7T,NDB GBP
D,1465A,BC-AA(B),"Backchat® Attack, 110 dB, Single Bespoke Message",219.53,197.58,175.62,153.67,142.69,131.72,120.74,109.76,92.20
,,,,,,,,,,,,
BACKCHAT Bespoke Message Generation and Programming,,,,,,,,,,,,
